"Статистик үзүүлэлт","Аймаг","Хүйс","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"65-69","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","632","387","247","119","51","0","74","70","0","136","339","135","0","78","61"
"65-69","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","270","400","180","70","117","0","74","130","256","282","629","131","97","78","0"
"65-69","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","264","263","320","751","539","531","397","458","690","560","560","359","614","413","198"
"65-69","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","547","67","224","736","313","336","397","442","435","445","236","351","357","112","437"
"65-69","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","106","60","0","115","0","0","45","0","52","117","142","0","77","328","144"
"65-69","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","238","158","0","0","0","69","180","54","222","49","21","207","114"
"65-69","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","92","49","154","104","75","198","41","242","88","132","303","86","110","119","203"
"65-69","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","104","105","48","0","39","188","77","41","46","216","119","144","109","264","205"
"65-69","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","154","220","0","70","139","101","155","118","372","198","214","194","475","248","531"
"65-69","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","278","0","0","261","0","0","105","97","145","129","148","34","294","182","389"
"65-69","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","298","891","651","1,001","388","536","476","1,228","852","699","517","2,115","2,154","1,238","2,059"
"65-69","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","368","434","311","528","0","578","614","525","792","426","947","1,287","1,189","583","3,502"
"65-69","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,238","2,059"
"65-69","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","583","3,502"
"65-69","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","133","97","93","63","156","0","232","111","0","0","0","0","288"
"65-69","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","65","58","55","0","73","237","205","87","0","0","0","0","0","863"
"65-69","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","56","0","0","0","64","70","31","31","106","29","0","83","0"
"65-69","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","104","0","0","0","0","32","93","0","0","31","0","524","0","44","0"
"65-69","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","111","338","105","240","0","193","0","725","153","198","154","1,339","1,539","340","1,338"
"65-69","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","0","167","181","72","0","0","178","0","127","217","154","0","857","170","1,338"
"65-69","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","35","106","29","0","","","","0","0"
"65-69","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","0","61","0","0","0","0","31","74","60","38","","","","0","0"
"65-69","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","0","48","45","156","181","118","0","0","0","103","0","0","615","102","0"
"65-69","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","0","51","0","104","0","100","0","103","126","0","0","0","205","203","332"
"65-69","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","0","216","165","53","0","77","146","327","0","179","0","0","0","255","349"
"65-69","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","0","51","72","64","0","73","0","70","133","0","124","512","0","0","349"
"65-69","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","0","87","0","222","0","85","75","0","68","77","257","0","0","166","84"
"65-69","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","81","39","0","54","0","0","75","73","84","140","128","251","127","166","0"
"65-69","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","187","202","147","233","114","0","0","0","339","0","0","747","0","292","0"
"65-69","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","183","0","0","179","0","300","0","0","175","0","541","0","0","0","620"
"70+","Улсын дүн","Эрэгтэй","","","","","","","","","","","","","","","","","","1,548","2,539","4,002","4,503","2,930","3,210","2,599","3,323","3,848","4,065","4,479","3,739","2,824","2,508","4,510"
"70+","Улсын дүн","Эмэгтэй","","","","","","","","","","","","","","","","","","1,683","2,042","2,356","4,310","2,048","2,204","2,140","1,997","2,615","2,799","4,147","3,103","3,164","2,242","2,680"
"70+","Баян-Өлгий","Эрэгтэй","","","","","","","","","","","","","","","","","","214","46","0","360","43","0","0","65","57","195","454","22","0","121","122"
"70+","Баян-Өлгий","Эмэгтэй","","","","","","","","","","","","","","","","","","93","53","49","296","0","0","0","0","0","0","0","0","0","0","97"
"70+","Говь-Алтай","Эрэгтэй","","","","","","","","","","","","","","","","","","112","56","159","273","147","75","176","38","117","174","59","190","51","10","76"
"70+","Говь-Алтай","Эмэгтэй","","","","","","","","","","","","","","","","","","0","164","55","166","0","37","36","74","83","87","106","104","77","258","16"
"70+","Завхан","Эрэгтэй","","","","","","","","","","","","","","","","","","0","163","116","267","412","367","267","419","248","132","196","355","105","107","420"
"70+","Завхан","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","265","262","361","275","212","201","269","93","193","71","42","200"
"70+","Увс","Эрэгтэй","","","","","","","","","","","","","","","","","","97","46","58","0","0","39","131","44","85","42","16","55","716","42","113"
"70+","Увс","Эмэгтэй","","","","","","","","","","","","","","","","","","0","49","52","46","129","89","84","137","85","88","63","61","798","0","159"
"70+","Ховд","Эрэгтэй","","","","","","","","","","","","","","","","","","0","137","136","197","89","44","105","52","103","57","548","42","200","43","301"
"70+","Ховд","Эмэгтэй","","","","","","","","","","","","","","","","","","169","99","190","145","43","44","0","58","153","0","240","131","171","24","121"
"70+","Архангай","Эрэгтэй","","","","","","","","","","","","","","","","","","117","293","117","177","266","288","441","245","76","334","0","174","195","0","136"
"70+","Архангай","Эмэгтэй","","","","","","","","","","","","","","","","","","234","174","59","125","211","0","168","122","122","214","0","199","195","0","132"
"70+","Баянхонгор","Эрэгтэй","","","","","","","","","","","","","","","","","","99","103","157","224","0","0","0","192","0","0","0","0","39","125","100"
"70+","Баянхонгор","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","53","53","107","62","106","345","0","0","0","0","0","85","119"
"70+","Булган","Эрэгтэй","","","","","","","","","","","","","","","","","","0","109","166","0","110","86","82","181","148","0","48","195","36","35","0"
"70+","Булган","Эмэгтэй","","","","","","","","","","","","","","","","","","0","49","54","60","37","42","0","0","183","0","89","0","32","85","0"
"70+","Орхон","Эрэгтэй","","","","","","","","","","","","","","","","","","0","177","112","171","49","57","0","0","74","124","197","93","51","198","0"
"70+","Орхон","Эмэгтэй","","","","","","","","","","","","","","","","","","0","132","173","111","49","0","0","0","0","63","0","285","0","21","0"
"70+","Өвөрхангай","Эрэгтэй","","","","","","","","","","","","","","","","","","0","345","354","309","459","381","316","351","406","144","179","0","76","109","611"
"70+","Өвөрхангай","Эмэгтэй","","","","","","","","","","","","","","","","","","0","394","135","195","0","227","295","59","164","146","0","0","626","0","143"
"70+","Хөвсгөл","Эрэгтэй","","","","","","","","","","","","","","","","","","0","62","177","302","88","91","0","169","518","505","122","0","56","0","333"
"70+","Хөвсгөл","Эмэгтэй","","","","","","","","","","","","","","","","","","0","62","115","357","250","0","170","0","172","83","458","101","0","27","258"
"70+","Говьсүмбэр","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","42","0","0","0","0","0","0","26","0","0","139","38","0"
"70+","Говьсүмбэр","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","22","0","20","0","109","0","0"
"70+","Дархан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","0","77","0","166","59","0","0","273","0","0","93","25","86","51","0"
"70+","Дархан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","58","0","65","0","67","88","0","93","0","0","0","149"
"70+","Дорноговь","Эрэгтэй","","","","","","","","","","","","","","","","","","118","0","49","120","0","53","38","111","254","113","242","57","74","69","226"
"70+","Дорноговь","Эмэгтэй","","","","","","","","","","","","","","","","","","118","0","0","58","126","100","168","49","189","205","56","100","84","96","164"
"70+","Дундговь","Эрэгтэй","","","","","","","","","","","","","","","","","","103","216","350","107","193","101","119","167","117","154","149","38","126","107","0"
"70+","Дундговь","Эмэгтэй","","","","","","","","","","","","","","","","","","210","108","205","156","110","135","162","230","182","161","416","301","125","371","22"
"70+","Өмнөговь","Эрэгтэй","","","","","","","","","","","","","","","","","","0","60","194","198","168","130","90","188","189","330","123","378","219","382","213"
"70+","Өмнөговь","Эмэгтэй","","","","","","","","","","","","","","","","","","0","64","144","198","87","0","97","101","99","145","165","470","336","31","81"
"70+","Сэлэнгэ","Эрэгтэй","","","","","","","","","","","","","","","","","","0","61","359","73","51","59","0","142","260","72","144","112","13","0","0"
"70+","Сэлэнгэ","Эмэгтэй","","","","","","","","","","","","","","","","","","400","0","125","344","0","0","0","72","283","0","0","184","0","0","43"
"70+","Төв","Эрэгтэй","","","","","","","","","","","","","","","","","","257","196","445","647","555","395","121","140","553","830","68","25","158","133","183"
"70+","Төв","Эмэгтэй","","","","","","","","","","","","","","","","","","0","135","157","800","392","609","372","338","254","642","261","250","239","165","263"
"70+","Дорнод","Эрэгтэй","","","","","","","","","","","","","","","","","","96","50","59","110","107","46","116","0","128","124","221","121","0","0","0"
"70+","Дорнод","Эмэгтэй","","","","","","","","","","","","","","","","","","100","50","137","193","139","51","0","0","64","182","0","121","17","0","21"
"70+","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","104","51","214","52","77","0","41","77","86","84","0","136","64","50","124"
"70+","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","109","51","0","99","106","38","41","36","0","0","76","253","33","86","63"
"70+","Хэнтий","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","69","205","0","48","99","110","228","124","207","99","34","135","235"
"70+","Хэнтий","Эмэгтэй","","","","","","","","","","","","","","","","","","0","129","0","82","0","99","99","0","0","0","76","34","0","253","0"
"70+","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","231","291","669","545","57","950","457","359","201","501","1,413","1,622","385","753","1,316"
"70+","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","250","329","653","503","0","245","67","97","271","514","1,935","316","252","697","626"
"70+","Улаанбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753","1,316"
"70+","Улаанбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697","626"
"70+","Хан-Уул","Эрэгтэй","","","","","","","","","","","","","","","","","","0","72","0","61","0","195","261","103","115","223","630","0","0","246","575"
"70+","Хан-Уул","Эмэгтэй","","","","","","","","","","","","","","","","","","0","72","0","0","0","98","0","0","0","223","0","0","0","0","432"
"70+","Багануур Багахангай","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0"
"70+","Багануур Багахангай","Эмэгтэй","","","","","","","","","","","","","","","","","","104","0","0","0","0","0","30","0","0","0","0","0","0","0","0"
"70+","Баянзүрх","Эрэгтэй","","","","","","","","","","","","","","","","","","0","102","476","123","0","0","166","0","0","240","154","0","0","0","574"
"70+","Баянзүрх","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","413","52","0","0","0","0","153","0","0","167","0","510","0"
"70+","Налайх","Эрэгтэй","","","","","","","","","","","","","","","","","","146","0","0","64","0","0","0","0","0","38","","","","0","0"
"70+","Налайх","Эмэгтэй","","","","","","","","","","","","","","","","","","146","0","0","0","0","0","37","0","118","111","","","","0","0"
"70+","Баянгол","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","212","0","0","0","0","0","0","0","0","0"
"70+","Баянгол","Эмэгтэй","","","","","","","","","","","","","","","","","","0","47","0","65","0","0","0","97","0","0","0","0","0","102","111"
"70+","Сүхбаатар","Эрэгтэй","","","","","","","","","","","","","","","","","","0","76","151","64","57","327","0","91","0","0","372","1,024","385","425","0"
"70+","Сүхбаатар","Эмэгтэй","","","","","","","","","","","","","","","","","","0","210","193","0","0","147","0","0","0","180","495","0","0","85","0"
"70+","Чингэлтэй","Эрэгтэй","","","","","","","","","","","","","","","","","","0","0","0","0","0","216","0","0","86","0","257","0","0","83","167"
"70+","Чингэлтэй","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","47","137","0","0","0","0","0","0","900","0","252","0","84"
"70+","Сонгинохайрхан","Эрэгтэй","","","","","","","","","","","","","","","","","","85","41","42","233","0","0","0","165","0","0","0","598","0","0","0"
"70+","Сонгинохайрхан","Эмэгтэй","","","","","","","","","","","","","","","","","","0","0","0","249","0","0","0","0","0","0","540","149","0","0","0"
